onL,offL,onR,offR
84.3255,84.593,83.9855,84.2555
85.0005,85.2675,84.662,84.9345
85.675,85.9425,85.3365,85.6065
86.3495,86.619,86.0115,86.28
87.0245,87.2985,86.686,86.9595
87.707,87.9755,87.365,87.6365
88.3855,88.6555,88.0435,88.3175
89.0685,89.3335,88.721,88.9985
89.7455,90.0155,89.4065,89.679
90.426,90.694,90.087,90.359
91.102,91.372,90.7625,91.035
91.7765,92.0455,91.438,91.712
92.452,92.72,92.114,92.389
93.127,93.389,92.7885,93.06
NaN,NaN,93.463,NaN
