onL,offL,onR,offR
12.901,13.16,12.5715,12.8265
13.5635,13.82,13.2335,13.4925
14.225,14.476,13.893,14.147
14.88,15.1355,14.551,14.805
15.538,15.7955,15.2115,15.468
16.2025,16.4585,15.8685,16.1305
16.8625,17.118,16.53,16.79
17.523,17.7745,17.193,17.448
18.175,18.421,17.845,18.101
18.814,19.0495,18.496,18.74
19.442,19.695,19.123,19.374
20.091,20.346,19.766,20.0195
20.7455,21,20.415,20.6735
21.407,21.6605,21.0725,21.3315
NaN,NaN,21.736,21.9915
