onL,offL,onR,offR
522.6905,522.9935,522.336,522.626
523.436,523.7375,523.08,523.369
524.1715,524.472,523.819,524.106
524.908,525.2155,524.552,524.8445
525.6535,525.957,525.297,525.5905
526.3885,526.692,526.04,526.324
527.126,527.4325,526.773,527.063
527.8735,528.181,527.515,527.807
528.6225,528.9295,528.263,528.5555
529.3725,529.681,529.0115,529.306
530.1205,530.426,529.762,530.054
530.859,531.161,530.506,530.7885
531.603,531.909,531.2455,531.5345
NaN,NaN,531.987,NaN
