onL,offL,onR,offR
340.4795,340.7985,340.1135,340.418
341.2295,341.5475,340.8675,341.174
341.9745,342.2915,341.615,341.915
342.7195,343.037,342.357,342.658
343.4645,343.7815,343.105,343.4065
344.212,344.529,343.8525,344.1565
344.957,345.271,344.597,344.892
345.695,346.01,345.337,345.6405
346.4385,346.7605,346.0835,346.3855
347.1915,347.5125,346.83,347.1355
347.9395,348.257,347.5795,347.8835
348.6865,349.0035,348.3265,348.629
349.4335,NaN,349.0745,349.3785
