onL,offL,onR,offR
18.945,19.271,18.592,18.899
19.673,19.9955,19.32,19.6295
20.402,20.7245,20.0515,20.359
21.135,21.462,20.7755,21.0865
21.8675,22.195,21.5105,21.823
22.599,22.924,22.248,22.555
23.327,23.639,22.9755,23.2825
24.048,24.3765,23.7015,24.007
24.7845,25.1105,24.423,24.737
25.515,25.84,25.1635,25.472
26.248,26.5705,25.891,26.2035
26.977,27.3005,26.6195,26.9295
27.708,28.0375,27.3525,27.6675
NaN,NaN,28.0845,NaN
