onL,offL,onR,offR
275.7365,276.0535,275.379,275.684
276.4825,276.8005,276.1275,276.4285
277.229,277.5485,276.8725,277.18
277.9745,278.2935,277.6205,277.9235
278.7265,279.041,278.367,278.6715
279.4725,279.79,279.1145,279.4175
280.2205,280.5355,279.8595,280.165
280.965,281.2775,280.6055,280.9125
281.707,282.027,281.3495,281.652
282.455,282.7665,282.099,282.4015
283.1965,283.5145,282.8395,283.141
283.9445,284.2535,283.5845,283.8875
284.683,284.9955,284.3265,284.626
