onL,offL,onR,offR
91.684,92.018,91.321,91.64
92.43,92.7535,92.0655,92.38
93.166,93.4915,92.807,93.119
93.904,94.2335,93.5395,93.855
94.643,94.974,94.284,94.601
95.387,95.715,95.029,95.3445
96.132,96.4625,95.7685,96.0875
96.8685,97.202,96.5115,96.824
97.613,97.9435,97.2545,97.563
98.355,98.687,97.994,98.3115
99.1005,99.429,98.737,99.0575
99.8405,100.1705,99.4815,99.797
100.5845,100.917,100.222,100.5395
NaN,NaN,100.9685,NaN
