onL,offL,onR,offR
154.828,155.158,154.47,154.785
155.5705,155.902,155.206,155.523
156.3195,156.6485,155.954,156.27
157.0595,157.3905,156.702,157.015
157.8065,158.141,157.445,157.766
158.5585,158.888,158.195,158.5135
159.299,159.6315,158.94,159.256
160.0395,160.37,159.682,159.994
160.7935,161.123,160.428,160.7415
161.5295,161.8565,161.169,161.4895
162.272,162.601,161.9115,162.23
163.0095,163.345,162.6555,162.968
163.7485,164.08,163.395,163.704
NaN,NaN,164.13,NaN
