onL,offL,onR,offR
200.7715,201.078,200.4155,200.7145
201.5065,201.8155,201.1525,201.4515
202.2485,202.5635,201.893,202.1935
202.986,203.295,202.6345,202.929
203.725,204.0345,203.37,203.6655
204.461,204.769,204.1055,204.404
205.1945,205.508,204.843,205.1395
205.9345,206.2465,205.58,205.8795
206.676,206.988,206.3195,206.6195
207.411,207.722,207.058,207.362
208.1395,208.4505,207.793,208.0875
208.879,209.188,208.5225,208.824
209.6095,209.924,209.2545,209.558
NaN,NaN,209.9985,210.295
