onL,offL,onR,offR
461.7535,462.0625,461.3965,461.6835
462.5,462.806,462.141,462.43
463.2405,463.5455,462.8855,463.1755
463.98,464.281,463.627,463.909
464.7155,465.023,464.361,464.6505
465.459,465.7655,465.106,465.391
466.1955,466.5,465.8445,466.1295
466.9385,467.2425,466.5815,466.869
467.6755,467.979,467.322,467.6115
468.4195,468.7175,468.064,468.349
469.153,469.454,468.8,469.087
469.892,470.196,469.5395,469.8265
470.635,NaN,470.2815,470.571
