onL,offL,onR,offR
390.096,390.4,389.743,390.0285
390.838,391.139,390.4855,390.769
391.572,391.8685,391.221,391.5035
392.298,392.5925,391.9455,392.2305
393.0255,393.3215,392.6725,392.958
393.755,394.055,393.4025,393.692
394.485,394.7825,394.136,394.4185
395.2165,395.514,394.8675,395.149
395.953,396.251,395.596,395.8875
396.6825,396.977,396.3335,396.6165
397.415,397.7105,397.065,397.347
398.1485,398.4465,397.7945,398.08
398.8805,399.179,398.5295,398.8105
NaN,NaN,399.265,NaN
