onL,offL,onR,offR
338.048,338.317,337.6955,337.9585
338.747,339.0175,338.396,338.6575
339.4475,339.7175,339.091,339.3575
340.1465,340.4175,339.7945,340.055
340.852,341.1245,340.4975,340.764
341.5485,341.8205,341.2,341.4625
342.251,342.5225,341.9,342.163
342.9515,343.224,342.5965,342.8615
343.6495,343.921,343.298,343.5645
344.348,344.622,343.996,344.2585
345.055,345.3235,344.7,344.9635
345.754,346.0255,345.403,345.6665
346.459,346.7295,346.1025,346.368
347.156,NaN,346.808,347.0695
