onL,offL,onR,offR
21.35,21.636,20.99,21.2645
22.068,22.3535,21.7045,21.9835
22.783,23.071,22.4245,22.702
23.4985,23.7845,23.141,23.421
24.213,24.4985,23.8545,24.1335
24.9195,25.2045,24.565,24.84
25.6365,25.9235,25.279,25.557
26.3545,26.638,25.9995,26.2765
27.067,27.3525,26.7115,26.9895
27.7795,28.071,27.4215,27.702
28.4995,28.7835,28.1415,28.4215
29.2135,29.5015,28.856,29.1365
29.9395,30.227,29.573,29.852
NaN,NaN,30.298,NaN
