onL,offL,onR,offR
273.8505,274.121,273.508,273.7695
274.5455,274.8165,274.197,274.4585
275.24,275.508,274.894,275.152
275.933,276.198,275.584,275.844
276.628,276.8965,276.282,276.5415
277.3275,277.5955,276.9775,277.2365
278.025,278.2935,277.6755,277.9385
278.7265,278.9935,278.3775,278.6385
279.426,279.6955,279.074,279.335
280.1225,280.393,279.7735,280.0345
280.8195,281.0885,280.4715,280.733
281.5195,281.7885,281.1675,281.43
282.218,282.484,281.8685,282.127
282.9075,NaN,282.56,282.819
