onL,offL,onR,offR
152.785,153.07,152.423,152.7005
153.496,153.784,153.1415,153.42
154.2155,154.503,153.849,154.131
154.9295,155.22,154.5715,154.853
155.646,155.9365,155.293,155.57
156.3705,156.6585,156.011,156.2875
157.09,157.38,156.731,157.0095
157.8165,158.103,157.4525,157.737
158.5385,158.825,158.177,158.4565
159.2585,159.5495,158.892,159.174
159.981,160.2705,159.6145,159.897
160.7025,160.994,160.34,160.6205
161.4275,161.7185,161.0655,161.347
NaN,NaN,161.787,162.07
