onL,offL,onR,offR
91.6085,91.896,91.2475,91.5275
92.326,92.6155,91.9695,92.249
93.048,93.337,92.687,92.9675
93.7735,94.0595,93.412,93.6915
94.4905,94.7815,94.1315,94.41
95.2095,95.498,94.8485,95.1285
95.9275,96.214,95.5665,95.8475
96.6435,96.933,96.284,96.5635
97.362,97.648,97.002,97.2845
98.0825,98.3685,97.72,98
98.805,99.093,98.444,98.724
99.528,99.815,99.168,99.4495
100.2445,100.5305,99.889,100.1655
100.9585,NaN,100.6025,100.882
