onL,offL,onR,offR
271.851,272.1275,271.4985,271.777
272.5555,272.8325,272.1995,272.479
273.261,273.544,272.901,273.192
273.982,274.2675,273.6205,273.9055
274.6965,274.986,274.3365,274.6225
275.415,275.6995,275.055,275.3415
276.127,276.4195,275.7665,276.0575
276.852,277.1395,276.4835,276.773
277.5765,277.864,277.2065,277.498
278.295,278.5765,277.929,278.2165
279.003,279.283,278.6425,278.9305
279.7065,279.983,279.35,279.63
280.398,280.672,280.0525,280.326
281.0925,NaN,280.743,281.018
