onL,offL,onR,offR
330.879,331.1675,330.5165,330.8005
331.6035,331.8935,331.2375,331.5335
332.327,332.6095,331.9625,332.251
333.0445,333.3295,332.6835,332.974
333.7555,334.0385,333.3975,333.683
334.4885,334.7815,334.1185,334.414
335.2135,335.498,334.8485,335.142
335.9285,336.2165,335.569,335.8585
336.654,336.9445,336.291,336.5825
337.372,337.656,337.008,337.2995
338.097,338.3785,337.726,338.0225
338.8065,339.095,338.445,338.7345
339.535,339.8215,339.1635,339.4595
NaN,NaN,339.8875,NaN
