onL,offL,onR,offR
203.553,203.8395,203.195,203.481
204.272,204.5585,203.9085,204.196
204.995,205.2845,204.6335,204.923
205.7125,206.003,205.354,205.6395
206.446,206.734,206.074,206.3695
207.167,207.4475,206.8075,207.0925
207.8755,208.1545,207.5225,207.8025
208.59,208.8705,208.2325,208.5165
209.303,209.591,208.944,209.2325
210.0245,210.3095,209.664,209.9435
210.7375,211.0255,210.3785,210.6635
211.459,211.739,211.098,211.384
212.1725,212.4565,211.8095,212.0955
NaN,NaN,212.5245,NaN
