onL,offL,onR,offR
19.283,19.5855,18.9115,19.218
20.0155,20.3285,19.6455,19.953
20.766,21.07,20.388,20.701
21.5,21.8065,21.131,21.435
22.231,22.539,21.8605,22.168
22.9585,23.2685,22.5905,22.895
23.699,24.0005,23.3285,23.634
24.4265,24.7375,24.057,24.3605
25.168,25.4765,24.7965,25.1065
25.8945,26.2005,25.532,25.8375
26.6255,26.9345,26.261,26.5645
27.359,27.662,26.9895,27.2995
28.081,NaN,27.718,28.0235
