onL,offL,onR,offR
90.675,90.977,90.311,90.6095
91.403,91.71,91.038,91.341
92.143,92.451,91.7725,92.077
92.874,93.1775,92.5065,92.8115
93.597,93.8975,93.2325,93.526
94.319,94.6255,93.953,94.256
95.049,95.349,94.683,94.983
95.7695,96.071,95.405,95.704
96.4945,96.798,96.1275,96.4295
97.221,97.5255,96.856,97.1565
97.9515,98.252,97.586,97.888
98.676,98.9805,98.314,98.6155
99.399,NaN,99.037,99.3375
