onL,offL,onR,offR
151.83,152.136,151.4645,151.767
152.566,152.8735,152.196,152.5035
153.3,153.602,152.9325,153.237
154.0255,154.3265,153.661,153.963
154.749,155.049,154.3835,154.689
155.477,155.7855,155.108,155.414
156.214,156.528,155.8465,156.156
156.9535,157.2535,156.586,156.891
157.676,157.9805,157.312,157.614
158.4035,158.7095,158.037,158.3415
159.133,159.4375,158.765,159.0715
159.853,160.155,159.493,159.7925
160.5795,NaN,160.2145,160.5155
