onL,offL,onR,offR
12.789,13.0645,12.442,12.723
13.483,13.7635,13.137,13.4185
14.176,14.4675,13.835,14.1155
14.8915,15.168,14.5275,14.8155
15.5825,15.873,15.2375,15.519
16.2935,16.574,15.9385,16.222
16.994,17.2735,16.6385,16.923
17.6935,17.9775,17.3405,17.628
18.393,18.675,18.045,18.327
19.095,19.375,18.741,19.025
19.7935,20.071,19.4415,19.726
20.4885,20.7745,20.141,20.4235
21.1955,21.4795,20.84,21.1315
21.8955,NaN,21.551,21.831
