onL,offL,onR,offR
84.098,84.3885,83.7405,84.027
84.817,85.102,84.4545,84.7415
85.5175,85.807,85.1725,85.455
86.2315,86.5165,85.8785,86.1655
86.9395,87.2295,86.5815,86.872
87.6565,87.9445,87.298,87.585
88.371,88.6565,88.0155,88.3
89.0765,89.362,88.7225,89.009
89.786,90.0715,89.437,89.7215
90.492,90.7795,90.1405,90.4225
91.1965,91.4835,90.8455,91.131
91.9155,92.2025,91.5495,91.8375
92.6205,92.911,92.264,92.559
93.3365,NaN,92.9765,93.262
