onL,offL,onR,offR
205.761,206.0325,205.4195,205.692
206.4545,206.7195,206.109,206.378
207.138,207.4115,206.796,207.065
207.83,208.099,207.483,207.75
208.5145,208.785,208.175,208.442
209.195,209.4625,208.8585,209.123
209.876,210.1465,209.5365,209.8065
210.5565,210.825,210.2205,210.485
211.249,211.5175,210.908,211.175
211.935,212.2035,211.5955,211.8595
212.6165,212.886,212.279,212.5465
213.3045,213.571,212.961,213.23
213.992,214.256,213.6485,213.914
214.674,214.948,214.332,214.596
