onL,offL,onR,offR
146.0375,146.329,145.681,145.969
146.756,147.048,146.3995,146.6845
147.473,147.7635,147.119,147.413
148.191,148.478,147.833,148.115
148.8975,149.193,148.5475,148.8335
149.617,149.9055,149.2605,149.546
150.3265,150.621,149.9795,150.2635
151.0405,151.3325,150.6905,150.979
151.7545,152.0415,151.401,151.6825
152.461,152.755,152.1135,152.4
153.1785,153.47,152.8245,153.1155
153.8965,154.1875,153.5405,153.827
154.613,154.898,154.2555,154.5385
NaN,NaN,154.9605,NaN
