onL,offL,onR,offR
270.7955,271.064,270.4585,270.7255
271.4785,271.7505,271.14,271.411
272.1645,272.4365,271.822,272.094
272.852,273.1195,272.516,272.785
273.534,273.805,273.1985,273.464
274.2145,274.4795,273.877,274.143
274.895,275.1665,274.554,274.8245
275.5915,275.8625,275.2385,275.513
276.2745,276.543,275.934,276.2025
276.965,277.237,276.6185,276.893
277.6535,277.923,277.3075,277.5815
278.3375,278.613,277.9985,278.2685
279.0195,279.2895,278.6815,278.953
279.7035,279.9755,279.3665,279.635
