onL,offL,onR,offR
159.9115,160.1915,159.569,159.8425
160.596,160.8775,160.252,160.53
161.288,161.5655,160.941,161.2185
161.965,162.247,161.626,161.9015
162.6505,162.927,162.31,162.5825
163.3245,163.598,162.9885,163.2555
163.996,164.273,163.652,163.917
164.6805,164.9675,164.328,164.6095
165.3725,165.6585,165.0235,165.302
166.059,166.343,165.7155,165.992
166.7465,167.029,166.405,166.6765
167.4365,167.7235,167.0865,167.368
168.1255,168.407,167.782,168.0535
168.8145,NaN,168.4705,168.7445
